40,48,47,83,58,22,36,47,22,25,43,31,20,27,22,32
44,38,33,34,45,36,37,12,36,57,34,27,33,71,31,29
40,56,67,43,34,35,47,38,37,47,50,36,7,56,39,55
40,45,41,46,44,43,49,23,35,40,47,31,21,58,38,30
49,36,40,29,30,49,48,45,89,54,53,34,25,30,34,15
45,51,50,62,46,46,26,68,58,56,28,44,70,7,19,52
18,49,61,47,36,71,27,58,47,15,30,29,49,26,55,48
34,18,54,29,47,31,47,38,23,16,19,33,21,42,53,27
34,47,40,15,17,70,43,43,35,34,32,21,31,37,35,59
31,55,56,39,34,23,55,20,41,52,45,39,34,39,36,30
20,36,68,32,43,29,17,30,41,23,42,18,33,62,10,28
20,48,66,54,38,57,45,48,31,57,24,100,37,32,81,26
29,32,28,31,49,37,33,36,56,51,52,58,46,34,34,22
44,45,30,37,37,25,46,49,36,23,60,45,62,41,40,51
34,44,30,47,33,44,43,45,34,31,25,43,46,32,47,13
35,35,48,45,36,46,33,45,48,34,40,32,45,34,29,34
58,38,38,60,30,33,34,27,32,36,55,44,30,32,46,60
51,50,75,24,43,44,53,34,44,27,28,54,33,45,44,20
31,37,19,27,28,48,30,34,50,40,32,36,32,31,40,22
42,42,33,28,69,42,35,38,42,18,34,34,58,40,43,15
31,37,23,29,30,48,19,39,53,49,40,29,45,43,44,37
45,12,45,28,33,25,37,58,55,28,46,46,24,44,67,37
47,37,22,42,39,33,68,6,41,37,27,50,48,39,39,41
45,26,44,49,58,30,48,44,37,45,45,32,42,32,41,34
51,26,27,38,49,21,54,34,43,38,69,50,24,54,46,31
58,40,44,28,32,29,24,50,44,25,44,32,37,66,18,55
48,67,32,64,52,41,25,27,61,32,27,48,45,32,43,36
60,20,26,38,27,49,51,58,43,38,33,43,36,34,39,43
38,59,26,30,28,61,49,14,38,20,43,20,31,37,26,19
41,27,40,21,54,59,38,42,47,40,39,39,30,30,44,47
47,25,19,31,41,47,37,32,42,52,34,42,31,28,34,40
38,39,49,18,35,26,30,24,36,40,61,37,40,45,54,31
39,36,33,81,30,33,45,26,47,36,34,39,42,45,9,71
56,43,53,33,38,35,52,61,37,53,72,35,71,25,21,35
26,29,18,61,65,54,39,48,39,46,34,40,40,59,39,22
32,49,31,48,39,55,28,47,45,54,40,40,24,40,42,13
64,26,30,33,45,47,32,33,30,33,48,59,39,46,39,52
33,52,49,45,30,25,40,27,47,19,38,44,41,60,40,59
46,68,26,21,37,16,29,44,37,64,43,26,43,53,43,39
35,64,34,19,43,52,16,45,72,40,16,33,41,28,21,22
46,47,38,30,30,52,39,22,26,44,45,75,57,45,41,28
27,41,41,24,38,45,32,48,23,24,63,69,45,29,40,25
47,34,42,35,27,39,44,39,54,24,43,48,35,42,21,22
50,44,62,38,36,28,50,47,41,60,49,38,43,40,48,44
40,25,25,57,42,59,25,33,35,29,22,36,31,48,39,61
49,41,49,62,45,57,51,51,42,38,36,36,30,26,45,20
38,36,27,40,49,25,73,24,24,28,27,58,51,28,56,62
48,46,28,45,45,23,35,33,40,14,46,38,35,38,40,33
20,52,65,35,16,41,59,49,56,31,42,54,37,30,66,45
35,35,40,36,16,32,32,25,31,48,40,44,70,50,39,36
40,43,15,38,53,21,34,38,28,33,41,67,21,30,29,27
36,55,58,36,28,60,54,44,33,40,34,30,51,23,37,42
25,48,22,41,43,38,46,23,57,82,38,26,22,42,51,33
45,28,37,41,53,37,31,29,27,43,61,35,35,27,39,46
42,59,45,17,26,29,49,27,46,46,30,19,28,42,44,43
27,42,29,49,25,40,44,47,56,22,67,51,22,32,41,31
41,35,45,40,36,33,62,25,42,35,42,21,42,35,47,43
54,71,73,34,38,51,49,38,28,45,28,62,48,24,68,41
37,37,19,48,27,76,38,32,20,31,34,42,38,20,32,31
35,26,27,36,42,32,21,41,56,31,46,22,6,13,29,44
27,36,55,33,52,40,40,40,39,39,28,37,11,26,30,55
40,40,27,37,31,44,45,55,70,33,39,19,36,60,36,35
43,43,38,19,45,35,28,35,27,42,44,27,47,42,17,30
43,63,33,48,20,48,44,29,70,31,60,74,29,21,33,14
50,42,34,45,40,62,42,37,66,37,33,23,65,34,27,33
35,13,54,32,45,23,38,43,68,34,44,64,25,28,42,44
58,52,35,51,34,59,34,27,38,41,45,46,38,33,43,28
43,15,56,62,43,32,43,42,53,24,56,34,30,30,35,27
58,21,36,63,31,38,37,39,30,59,17,45,17,34,45,45
54,40,34,47,53,54,44,47,40,48,36,30,26,39,47,33
29,47,43,24,43,25,27,22,49,72,28,40,79,35,46,37
34,29,31,35,35,34,53,33,36,73,30,55,45,32,64,28
43,21,32,21,55,37,25,42,49,36,27,21,28,43,25,44
53,45,34,33,63,36,25,42,41,34,48,56,26,40,64,35
46,30,40,33,31,48,25,39,47,40,37,42,21,37,32,33
15,43,33,85,26,52,43,33,40,48,39,50,39,51,59,34
17,54,35,37,50,49,49,35,33,62,43,29,43,52,49,68
44,31,43,34,34,44,24,49,45,35,40,37,49,42,37,44
48,28,36,49,29,39,41,39,34,20,28,59,35,28,29,35
57,17,43,22,36,33,37,47,34,32,29,18,34,26,60,26
12,28,53,39,46,28,58,76,61,31,38,38,47,37,46,39
27,52,72,23,38,46,40,40,44,57,27,28,36,36,32,20
43,47,25,43,47,34,7,32,29,20,22,39,30,29,45,45
41,45,19,31,17,36,51,59,27,38,59,49,20,47,39,55
42,25,49,30,38,36,39,33,28,46,9,41,50,53,32,55
47,27,32,38,48,30,60,34,39,30,20,18,20,50,18,59
62,46,50,31,36,45,39,58,55,64,28,42,39,44,50,37
59,53,27,17,47,18,30,32,17,40,54,25,22,58,34,20
40,10,26,73,61,48,46,45,32,41,38,56,46,24,46,18
54,42,36,37,63,54,41,60,34,63,36,27,47,47,37,38
30,34,36,56,29,26,40,60,42,54,33,21,35,26,47,32
29,11,48,33,49,41,36,46,51,46,36,47,27,44,54,43
52,56,35,26,25,35,43,34,29,35,42,23,63,22,29,30
76,42,17,41,37,38,27,54,41,19,53,55,39,54,45,58
46,39,48,82,31,55,55,39,41,51,50,40,35,47,57,16
27,60,36,23,56,22,61,60,32,45,39,46,37,31,44,59
45,27,33,12,38,42,35,17,32,39,39,41,48,30,33,42
25,52,35,31,29,41,45,28,27,35,34,46,33,50,22,34
40,42,40,35,32,41,37,43,32,41,38,60,38,28,54,30
41,32,71,63,46,53,36,46,27,53,31,58,34,30,40,33
45,38,70,37,32,55,44,45,36,23,38,52,30,43,29,42
35,20,39,27,59,53,56,34,43,44,48,68,38,39,27,61
35,52,33,53,38,32,34,53,52,39,30,23,29,42,47,56
32,51,24,41,51,34,21,61,49,32,34,34,44,39,23,42
6,34,45,37,40,30,35,20,52,46,37,36,38,36,41,56
30,22,30,57,34,28,27,26,48,19,45,31,46,18,42,21
20,40,47,72,36,44,34,50,22,40,33,55,38,36,29,30
30,35,17,45,23,37,19,42,38,39,34,28,41,30,35,20
26,65,42,28,33,52,24,30,53,46,33,24,28,39,32,51
