28,45,46,46,73,55,57,23,57,30,72,34,44,31,30,39
53,49,14,64,25,60,28,47,60,27,33,44,41,18,35,47
52,50,18,16,42,28,63,25,33,33,36,51,41,42,42,25
19,31,33,50,42,50,44,35,34,25,40,30,56,25,32,21
34,45,73,50,32,46,29,38,20,52,25,43,39,36,20,71
44,31,21,28,32,22,39,53,8,56,20,29,59,41,32,28
24,27,53,37,27,36,35,29,24,49,34,57,37,34,21,45
16,42,43,44,27,56,32,40,48,44,21,52,50,51,19,32
23,40,46,32,16,57,50,29,33,21,39,39,31,21,38,44
16,47,65,39,31,46,59,49,45,29,71,33,59,62,51,39
38,52,32,44,22,43,25,57,48,24,40,22,29,39,21,38
41,51,24,23,34,22,43,22,43,21,21,52,22,69,61,59
36,25,39,42,39,25,24,42,52,41,48,31,37,29,45,40
32,30,26,50,29,26,30,38,34,52,20,33,41,33,38,34
21,38,33,47,39,34,41,46,37,43,20,36,34,55,45,46
27,55,38,21,50,16,49,16,49,45,32,36,35,29,30,56
50,58,49,56,42,41,41,47,31,32,47,41,24,48,32,32
32,26,32,56,26,38,21,56,31,19,26,40,28,35,32,31
39,39,54,31,43,52,28,48,27,47,16,27,38,21,37,35
21,34,40,28,43,21,22,54,52,38,35,25,49,42,29,32
33,29,27,28,52,33,28,25,55,46,28,55,53,42,32,30
25,25,28,31,33,61,30,21,41,78,39,44,55,32,40,43
24,31,46,51,36,33,33,40,25,36,45,44,23,43,40,26
40,49,22,18,51,66,60,43,42,55,23,68,65,49,34,48
43,26,58,56,69,44,43,22,25,30,42,34,56,25,31,39
28,44,33,32,41,17,65,25,27,34,34,52,46,29,40,37
27,47,41,45,64,42,39,45,37,16,68,42,52,62,30,47
18,42,35,26,50,23,33,25,33,55,39,48,70,36,25,41
46,47,40,44,28,74,24,35,25,47,22,44,25,43,71,37
40,31,54,10,23,56,35,7,50,25,40,29,50,34,48,11
27,31,23,22,47,41,21,45,37,45,23,71,33,55,30,41
40,26,50,39,47,31,23,42,50,27,54,43,36,30,33,25
23,19,42,34,46,33,30,42,45,21,35,46,48,45,36,37
41,52,37,27,40,30,31,43,44,48,36,49,57,48,22,33
29,33,53,35,26,52,28,31,47,42,26,40,45,36,38,31
20,34,22,60,13,34,23,42,30,25,50,34,28,37,41,28
25,23,22,34,33,45,40,52,26,43,52,43,53,24,47,44
38,53,22,39,59,52,49,66,52,33,25,37,48,52,36,38
33,51,69,54,39,71,37,38,36,32,46,50,39,45,25,39
32,18,36,14,25,20,34,33,52,44,30,46,33,23,55,50
65,34,15,50,35,38,20,24,35,34,45,30,45,34,34,22
73,35,52,59,35,65,43,50,48,13,51,35,31,35,33,47
26,32,34,52,16,27,56,18,61,35,35,21,38,30,30,46
45,24,37,25,55,35,30,38,33,38,42,26,29,24,37,52
33,31,49,31,28,38,33,30,19,18,42,52,41,25,36,33
21,28,49,30,58,54,23,50,35,23,70,48,65,35,20,18
26,8,67,28,34,34,43,61,30,30,60,21,42,28,40,34
47,25,47,43,31,32,65,70,62,27,51,46,42,27,60,32
41,56,42,64,39,60,61,28,35,23,30,57,56,34,43,33
44,53,42,44,44,29,45,47,27,49,40,45,32,28,61,47
29,33,50,43,48,35,46,37,28,27,30,36,30,47,42,22
31,59,24,44,57,53,9,25,18,28,39,18,44,48,51,36
31,67,52,35,57,51,38,39,38,18,44,38,14,34,39,54
43,33,49,52,59,55,36,23,28,53,45,38,31,48,15,38
29,29,40,43,23,16,37,61,43,31,29,42,39,24,45,40
37,32,19,53,24,35,40,53,36,33,37,41,29,33,35,34
42,29,68,27,47,24,40,32,29,49,47,26,20,32,39,40
17,42,57,20,47,37,79,36,41,56,32,75,47,40,29,23
57,32,37,38,48,49,33,38,28,44,33,40,39,22,26,52
23,44,30,51,58,80,53,27,22,47,45,22,51,37,39,81
47,41,38,53,35,44,46,35,55,33,53,38,29,29,28,56
55,50,67,55,19,41,17,31,54,25,38,11,36,60,34,37
28,85,22,24,26,18,43,70,22,34,28,48,46,51,27,79
9,33,44,49,40,29,32,55,53,28,24,59,38,28,40,31
26,37,72,33,51,24,1,36,54,13,45,19,64,59,66,35
30,23,48,39,51,36,45,22,51,54,46,51,31,31,47,22
43,58,70,69,42,43,72,37,51,50,37,34,59,57,48,26
61,35,35,39,12,39,28,47,41,25,41,35,41,30,33,33
29,46,40,29,41,40,35,28,39,45,41,18,44,19,39,40
48,50,48,41,42,71,43,41,47,30,35,41,27,56,43,28
47,49,54,22,26,26,20,55,67,37,43,66,36,39,22,20
45,40,43,46,28,40,33,18,44,29,49,56,82,25,50,18
38,17,55,44,32,38,68,31,25,41,34,60,50,48,34,43
51,22,39,29,39,32,49,35,37,26,27,19,29,29,27,37
45,37,28,49,32,34,38,34,14,55,30,45,31,38,48,55
30,39,39,51,31,43,50,31,38,31,41,38,42,34,54,49
45,29,17,42,40,33,28,63,33,32,39,49,48,65,24,40
40,22,40,40,28,43,35,29,36,39,37,21,15,73,13,23
17,47,54,58,43,35,36,49,24,10,53,24,31,43,29,47
37,47,31,38,42,55,59,22,48,39,51,32,43,30,18,35
17,34,27,22,26,35,52,49,28,52,35,25,38,32,63,46
19,34,69,24,1,43,32,30,39,32,26,35,33,43,40,39
30,28,30,51,36,35,37,24,25,22,33,43,24,64,60,56
54,27,28,29,49,41,70,19,24,54,41,70,48,45,37,34
42,49,42,31,33,40,52,95,43,45,46,30,35,28,34,39
48,58,28,34,34,24,65,59,30,53,34,32,34,27,54,49
34,44,22,33,48,39,40,29,20,41,41,46,26,31,29,24
50,39,65,54,37,34,60,38,23,39,59,24,25,38,32,54
51,45,31,36,33,42,37,51,26,50,50,55,43,21,39,53
44,51,43,35,15,27,32,21,48,43,32,55,57,64,35,72
36,49,49,24,4,33,26,43,41,46,33,15,56,30,46,52
48,67,33,67,40,35,9,47,30,45,38,55,37,32,29,38
28,48,74,73,40,37,40,38,45,47,57,45,17,38,16,35
42,33,52,27,26,27,25,33,29,26,40,25,55,71,63,26
37,36,52,33,29,50,45,47,36,26,32,23,65,38,36,37
37,65,63,42,57,13,30,43,38,39,59,41,39,52,15,58
26,44,47,69,46,50,31,10,23,33,42,25,38,24,72,41
35,38,28,37,66,53,28,29,22,36,26,51,72,33,43,29
71,30,35,43,42,28,43,38,27,44,53,37,45,25,21,39
42,32,48,28,41,39,8,28,81,41,28,40,54,35,33,28
30,20,48,18,56,48,52,26,43,34,64,51,36,19,34,44
53,41,63,46,49,70,33,45,33,47,42,14,35,17,29,22
40,66,39,36,26,34,44,45,54,35,37,33,24,43,87,29
36,64,44,37,48,50,57,43,44,25,43,32,54,38,58,28
39,57,72,43,70,32,32,39,46,14,25,63,37,14,22,32
16,15,80,41,62,59,41,33,39,38,23,64,23,43,39,32
17,33,38,48,38,48,64,42,40,21,27,31,42,69,26,51
49,31,35,38,25,47,27,52,48,22,29,42,44,35,42,32
27,68,34,40,25,51,55,60,31,35,30,58,49,37,40,54
25,50,66,34,55,46,37,30,50,34,15,33,42,23,42,0
41,27,47,26,51,33,42,20,31,46,44,47,39,18,26,32
21,31,33,61,31,23,23,55,41,52,18,31,20,49,53,37
53,27,42,47,38,31,41,45,27,45,20,30,33,34,39,15
55,52,35,53,44,29,27,22,33,50,31,21,55,45,18,25
52,20,23,52,51,52,24,41,26,35,44,28,17,28,35,51
49,30,33,33,37,47,55,19,44,56,31,26,57,56,23,22
29,44,36,28,14,4,19,27,29,39,44,30,36,23,21,40
60,58,20,49,35,39,32,40,21,64,30,39,55,41,25,41
27,33,34,32,30,44,30,34,20,59,57,44,50,23,31,51
37,49,31,19,68,46,46,32,46,50,52,49,32,43,21,30
55,38,56,28,39,22,35,55,52,63,36,48,22,31,40,34
24,35,45,34,39,50,15,22,17,61,53,36,38,49,43,45
32,52,36,47,31,50,69,31,16,25,36,66,39,43,32,38
30,33,36,45,48,46,42,54,34,35,33,35,40,26,47,16
27,45,37,21,73,30,45,32,22,45,39,30,45,28,42,15
42,52,43,37,39,33,16,41,47,67,57,32,28,33,35,35
55,50,47,34,37,42,48,44,26,36,30,46,6,50,25,59
42,54,29,45,52,25,56,26,43,26,52,27,26,56,30,14
42,18,39,27,30,17,33,29,64,41,21,32,44,39,30,42
41,45,22,43,21,34,44,43,32,35,17,13,45,40,39,12
51,51,36,51,48,31,53,68,26,41,59,27,32,28,39,40
56,42,58,60,32,35,25,50,12,41,40,32,24,42,70,52
43,35,47,38,44,46,39,48,34,28,51,40,3,19,44,22
60,39,50,16,25,43,40,55,55,57,33,57,53,37,47,55
29,30,36,48,24,11,65,24,60,28,17,30,39,26,46,31
41,27,34,73,52,58,31,32,60,36,45,37,23,26,24,36
54,35,21,49,62,30,53,45,17,35,18,50,43,67,21,26
28,53,68,58,35,29,56,33,16,59,30,27,18,51,33,50
57,60,53,37,44,52,35,24,24,41,39,38,27,47,41,38
42,35,42,55,20,17,38,48,30,20,29,34,44,5,46,38
22,31,36,32,53,32,65,58,28,38,47,23,33,53,34,58
33,17,36,43,51,52,48,26,27,57,53,35,34,58,51,46
44,57,42,39,43,21,33,28,29,36,48,24,34,35,34,35
53,36,66,42,46,33,37,25,60,31,35,38,30,46,25,51
32,36,40,53,42,71,49,49,32,23,58,38,54,51,42,61
58,31,54,27,35,53,53,33,26,25,20,39,20,38,47,69
42,28,49,62,38,14,68,47,51,23,75,37,48,53,32,57
33,32,40,20,37,61,29,41,55,45,20,42,43,44,29,48
25,53,78,18,39,42,66,43,17,41,55,33,45,33,32,33
41,49,41,41,41,59,50,35,26,47,55,39,53,38,51,44
31,49,38,58,27,38,57,29,50,31,30,41,23,48,37,28
45,65,48,44,24,25,42,50,29,7,13,23,38,31,49,34
49,37,33,46,32,22,45,33,53,33,49,39,28,43,28,45
26,34,69,36,49,38,53,44,33,24,62,23,27,30,39,23
