20,15,21,8,13,18,19,18,7,16,25,26,13,9,30,26
18,24,17,3,16,18,17,17,15,16,5,10,21,13,31,14
20,6,14,8,13,17,12,21,9,12,19,21,22,25,19,18
10,12,9,16,24,14,13,16,16,16,11,15,20,47,19,21
7,15,16,16,13,16,12,16,19,11,23,14,19,22,20,26
17,15,28,4,10,9,18,13,25,25,16,20,16,10,21,28
30,15,21,38,18,21,13,8,12,23,4,9,9,7,16,24
11,17,21,17,14,29,12,22,10,22,13,18,17,10,18,9
10,18,14,20,19,13,17,17,15,10,16,10,12,19,9,19
10,9,14,21,14,14,17,27,13,28,12,15,18,27,19,1
8,19,23,25,13,29,50,21,29,16,16,23,17,12,18,9
9,25,11,17,16,11,15,15,4,16,9,23,17,13,8,33
13,16,24,18,16,18,22,15,29,10,7,20,18,17,32,16
13,14,25,23,12,11,17,15,13,14,28,12,12,36,16,23
12,21,18,11,12,30,14,26,17,17,13,8,18,11,13,12
16,15,12,18,16,23,21,11,10,33,25,6,8,13,21,24
17,19,15,6,20,17,19,24,28,10,19,19,19,16,15,10
28,9,25,19,27,21,20,19,17,14,32,12,24,19,17,10
19,26,25,14,16,19,19,16,13,10,14,19,24,32,17,6
23,23,16,7,20,25,13,14,22,18,13,19,15,16,19,10
17,22,13,15,12,24,11,17,35,13,21,18,18,8,20,29
19,16,19,8,14,7,13,20,12,18,11,14,13,17,18,11
16,16,21,20,24,20,13,17,18,18,28,29,16,14,19,20
37,20,20,18,20,16,11,23,18,16,19,15,3,23,21,12
26,32,20,34,23,16,13,35,16,10,13,31,18,19,15,10
19,11,36,2,5,11,6,21,19,23,13,15,17,21,11,29
16,20,23,25,21,28,1,6,16,27,10,14,24,18,26,17
16,17,12,11,20,16,16,25,16,20,14,9,17,12,19,25
23,20,22,32,23,19,9,29,16,15,9,19,30,8,29,28
19,15,22,17,3,27,16,26,24,23,19,10,25,6,22,19
15,10,25,22,22,19,24,26,19,9,34,21,19,11,15,11
19,15,24,28,28,15,21,19,11,14,23,16,20,11,19,17
15,11,20,12,21,16,16,16,20,15,29,26,17,17,15,23
11,23,13,5,11,14,14,14,19,21,17,23,2,14,2,17
25,14,28,21,29,18,21,15,16,16,21,19,13,26,13,14
23,14,19,24,19,15,29,12,13,28,23,21,14,11,12,8
6,15,8,15,12,17,10,18,20,15,22,27,18,11,14,17
14,16,14,19,9,12,33,18,15,13,25,15,26,11,14,17
22,17,23,25,9,23,17,12,22,20,19,27,32,15,17,16
13,16,34,8,19,13,24,19,27,14,10,19,16,23,35,19
10,19,22,31,9,30,13,11,13,20,31,18,24,13,14,16
16,27,19,15,29,12,17,21,23,22,24,14,13,24,16,13
24,12,24,7,10,28,33,11,24,21,22,15,25,13,13,17
5,20,15,18,17,28,20,17,14,9,9,19,7,15,23,12
20,25,21,13,16,15,23,14,15,9,20,22,24,14,22,16
30,21,16,34,21,7,11,16,15,22,16,22,15,27,9,17
10,17,15,21,11,19,23,18,11,16,16,6,19,26,9,18
7,10,18,8,17,29,27,25,14,8,25,14,36,17,19,18
11,8,7,4,22,14,19,9,21,14,8,23,9,18,13,16
10,16,24,21,18,16,16,24,17,17,18,15,24,14,24,26
25,8,5,25,15,13,25,18,14,14,12,21,14,14,16,16
14,13,17,23,13,19,14,14,24,14,27,9,11,6,17,11
21,19,19,19,21,16,19,16,11,7,15,21,16,27,24,10
18,16,7,25,9,24,13,19,20,17,16,22,11,23,8,26
22,12,21,13,19,1,14,15,10,17,10,24,32,19,20,16
19,14,10,7,19,35,25,8,13,24,20,14,17,17,15,19
23,19,15,8,13,15,16,18,10,19,14,13,22,15,20,21
16,17,18,21,39,9,16,16,14,17,12,12,10,19,34,6
14,11,18,16,15,19,22,10,15,15,24,16,20,9,10,26
21,8,9,9,15,25,19,15,26,15,27,15,21,14,19,21
20,31,19,12,9,9,27,23,19,19,19,18,3,19,18,24
17,18,20,26,22,19,19,10,19,29,24,13,16,14,16,27
16,11,10,13,25,13,25,15,17,11,20,18,16,15,17,7
30,14,27,20,16,20,23,18,9,15,22,30,14,21,19,20
29,19,10,30,13,11,15,16,22,15,18,8,24,18,13,18
17,22,7,16,16,10,9,13,14,12,19,7,20,19,26,26
27,11,22,26,18,20,9,15,12,19,16,16,15,23,15,14
27,32,17,2,9,18,16,19,9,30,14,12,28,18,18,20
24,16,14,16,16,15,19,14,23,13,13,13,26,11,27,15
23,18,15,18,6,20,20,22,10,15,24,30,14,31,25,13
25,32,23,20,14,32,50,34,100,79,11,16,18,18,20,20
19,24,16,17,26,19,11,19,16,23,5,5,21,13,18,20
19,19,12,24,22,27,29,33,97,55,40,26,25,26,20,14
24,19,19,31,17,16,13,41,99,75,29,17,22,18,25,19
14,16,21,17,15,8,15,27,14,11,18,17,4,17,11,17
15,26,27,21,19,28,34,30,98,46,32,41,21,16,4,16
23,23,31,17,31,12,31,30,98,65,26,11,20,23,17,16
7,20,21,13,21,12,20,21,10,16,20,17,17,9,17,15
8,23,19,16,15,20,17,10,12,28,11,14,22,12,22,16
23,16,22,19,15,19,17,23,20,3,22,19,20,12,16,17
15,10,20,12,25,18,13,20,30,22,17,35,15,15,14,29
14,19,12,17,13,14,14,16,11,17,13,20,16,21,4,10
23,16,11,28,13,11,12,17,14,15,17,22,21,33,23,13
16,18,10,17,16,18,15,14,12,15,16,19,24,22,17,25
16,22,20,24,24,16,15,14,22,17,13,19,7,24,15,29
17,24,23,22,24,17,16,24,28,12,21,20,24,30,11,8
10,27,15,13,28,6,15,17,17,16,17,22,17,16,11,9
15,17,25,12,18,4,15,10,25,18,3,20,19,17,29,23
30,24,14,8,7,7,10,20,16,11,23,12,12,15,20,15
16,7,12,16,18,14,18,19,12,14,8,19,31,14,10,22
7,15,17,17,30,11,25,10,9,21,15,27,14,15,25,19
29,18,16,19,33,16,13,25,12,16,13,24,10,13,9,18
17,22,20,17,20,15,13,16,18,12,14,24,17,10,13,23
18,16,18,16,20,19,20,20,22,15,26,20,22,20,25,19
17,10,14,17,18,12,11,7,12,23,17,21,28,30,18,20
19,12,25,22,15,24,11,18,7,20,17,13,17,16,26,16
12,24,15,14,16,27,10,18,12,24,12,13,19,18,16,10
18,13,26,15,19,17,12,18,12,20,18,20,19,15,17,8
15,23,28,26,34,9,11,14,10,17,12,10,10,15,14,15
31,17,16,23,20,18,14,19,26,32,22,17,19,18,18,15
31,20,23,16,10,6,19,20,23,16,28,17,14,19,27,34
19,17,16,19,20,28,11,17,18,8,19,10,23,13,15,29
15,22,19,11,25,25,10,13,30,18,27,15,23,21,18,21
10,9,6,26,12,18,21,7,13,21,30,30,14,20,8,15
13,25,29,20,11,16,14,11,9,16,17,12,16,19,26,18
14,7,19,7,26,17,14,23,12,8,14,13,19,18,29,13
17,16,15,19,10,20,15,12,10,17,21,18,12,9,22,23
33,24,11,10,32,21,15,12,20,11,17,8,24,20,24,22
14,15,19,25,18,5,32,24,25,17,17,10,15,14,17,19
17,19,20,23,13,10,18,29,23,19,19,28,17,24,21,19
9,15,17,21,13,20,18,13,29,5,14,9,19,22,17,31
6,13,19,27,19,22,22,30,21,13,19,15,17,11,20,10
17,26,14,24,6,23,19,8,11,20,23,13,22,14,4,18
